$\widetilde{MO}_{t=0}$
0.0
0.049927876903713184
0.09951431645452871
0.15059968899383236
0.20386328636798706
0.25784362354832485
0.313360341398356
0.3673122973228154
0.4244410515830165
0.477970149707308
0.5340345489854564
0.58670815299615
0.638618930417519
0.6892523285933372
0.7369206027354354
0.7856254195433374
0.8316420603011107
0.8755407469875184
0.9185330785705874
0.9601214128360815
1.0
